"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5(3)(a)C","5(3)(a)S","5(3)(b)","5(4)(a)","5(4)(b)","5(5)(b)","5(6)","5(7)","7(1)(b&c)","7(3)","8(2)","10(2)(a)Q","10(2)(a)T","10(2)(b)","11(2)","11(2)F","12(2)","12(2)C","12(2)E","12(A)","13(4)","13(5)","14","16(2)","21(3)","25B(5)","27","29"
"Armenia","Moldova","Original","2002","2006","In Force","0.31","0.38","0.19","0.38","0.24","12","YES","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Armenia","Syria","Original","2005","2007","In Force","0.41","0.4","0.72","0.13","0.41","6","YES","6","NO","NO","NO","YES","NO","NO","NO","NO","10","","10","10","10","12","12","12","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Armenia","Indonesia","Original","2005","2017","In Force","0.63","0.41","0.97","0.5","0.71","6","YES","4","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","YES","NA"
"Armenia","Switzerland","Original","2006","2008","In Force","0.28","0.25","0.34","0.25","0.29","6","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","25","15","10","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Armenia","Kuwait","Original","2009","2014","In Force","0.32","0.25","0.47","0.25","0.35","6","YES","3","YES","YES","NO","NO","YES","NO","YES","NO","5","","5","5","5","10","10","10","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Armenia","Spain","Original","2010","2013","In Force","0.19","0.23","0.2","0.13","0.15","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","25","10","5","5","10","5","10","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Armenia","Slovakia","Original","2015","2018","In Force","0.24","0.28","0.33","0.13","0.21","9","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","10","10","5","5","5","0","YES","NO","NO","NO","NO","NO","YES","PPT"
"Armenia","Sweden","Original","2016","2018","In Force","0.23","0.25","0.2","0.25","0.21","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","5","5","5","5","5","0","YES","NO","NO","NO","YES","YES","YES","OTHER"
"Armenia","Germany","Original","2016","2018","In Force","0.19","0.24","0.2","0.13","0.15","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","7","25","10","5","5","6","6","6","0","YES","NO","NO","NO","NO","YES","YES","NA"
"Armenia","Denmark","Original","2018","2020","In Force","0.2","0.27","0.2","0.13","0.15","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","50","15","10","5","5","10","5","0","YES","NO","NO","NO","NO","NO","YES","PPT"
"Armenia","Singapore","Original","2019","2022","In Force","0.2","0.16","0.33","0.13","0.21","9","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","0","25","5","5","5","5","5","5","0","NO","NO","NO","NO","YES","YES","NO","PPT"
"Armenia","Malta","Original","2019","2022","In Force","0.31","0.22","0.58","0.13","0.32","9","YES","6","NO","NO","NO","NO","NO","NO","NO","NO","5","10","10","5","5","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Armenia","Russia","Amended by protocol","2011","2014","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Armenia","Belarus","Amended by protocol","2016","2017","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Armenia","Greece","Amended by MLI","2017","2024","In Force","0.3","0.31","0.33","0.25","0.26","9","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","10","","10","10","10","5","5","5","0","NO","NO","YES","NO","NO","NO","YES","PPT"
"Armenia","Austria","Amended by MLI","2017","2024","In Force","0.36","0.25","0.33","0.5","0.38","9","NO","NO","YES","YES","NO","YES","YES","NO","YES","NO","5","10","15","10","0","5","5","5","0","YES","NO","YES","NO","YES","YES","NO","PPT"
"Armenia","Hungary","Amended by MLI","2017","2024","In Force","0.23","0.25","0.31","0.13","0.18","12","YES","3","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","10","5","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Armenia","Belgium","Amended by MLI","2017","2024","In Force","0.46","0.29","0.58","0.5","0.5","9","NO","NO","NO","NO","YES","NO","YES","NO","YES","NO","5","10","15","10","0","8","8","8","0","YES","NO","YES","NO","YES","NO","YES","PPT"
"Armenia","Bulgaria","Amended by MLI","2017","2024","In Force","0.45","0.29","0.56","0.5","0.47","12","YES","6","YES","YES","NO","YES","YES","NO","YES","NO","5","","10","10","5","10","5","10","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Armenia","Canada","Amended by MLI","2017","2024","In Force","0.57","0.38","0.83","0.5","0.62","9","YES","9","NO","NO","YES","YES","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Armenia","China","Amended by MLI","2017","2024","In Force","0.34","0.34","0.44","0.25","0.29","12","YES","12","YES","YES","NO","NO","YES","NO","YES","NO","5","25","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Armenia","Croatia","Amended by MLI","2017","2024","In Force","0.24","0.25","0.22","0.25","0.24","6","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","0","25","10","10","10","5","5","5","0","YES","NO","NO","NO","YES","NO","NO","PPT"
"Armenia","Cyprus","Amended by MLI","2017","2024","In Force","0.26","0.19","0.45","0.13","0.26","9","YES","6","YES","YES","NO","NO","YES","NO","NO","NO","5","","5","5","5","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Armenia","Czechia","Amended by MLI","2017","2024","In Force","0.47","0.32","0.72","0.38","0.53","6","YES","6","NO","NO","YES","NO","NO","NO","YES","NO","10","","10","10","5","10","5","10","0","YES","NO","NO","NO","YES","NO","NO","PPT"
"Armenia","United Arab Emirates","Amended by MLI","2018","2024","In Force","0.35","0.1","0.7","0.25","0.44","9","YES","6","YES","YES","YES","YES","YES","NO","YES","NO","3","","3","0","0","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Armenia","Finland","Amended by MLI","2017","2024","In Force","0.24","0.27","0.08","0.38","0.21","9","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","5","5","5","10","5","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Armenia","France","Amended by MLI","2017","2024","In Force","0.28","0.29","0.19","0.38","0.24","12","NO","NO","YES","YES","NO","NO","YES","NO","YES","NO","5","10","15","10","0","10","5","10","0","YES","NO","YES","NO","NO","NO","YES","PPT"
"Armenia","Israel","Amended by MLI","2017","2024","In Force","0.26","0.33","0.33","0.13","0.21","9","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","25","15","10","10","5","10","5","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Armenia","India","Amended by MLI","2017","2024","In Force","0.65","0.5","0.83","0.63","0.74","9","YES","NO","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","PPT"
"Armenia","Ireland","Amended by MLI","2017","2024","In Force","0.16","0.28","0.08","0.13","0.09","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","10","5","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Armenia","Kazakhstan","Amended by MLI","2018","2024","In Force","","","1","1","1","","","","","","","","YES","","","","","","","","","","","","","YES","","","","","","","PPT"
"Armenia","Latvia","Amended by MLI","2017","2024","In Force","0.28","0.38","0.2","0.25","0.21","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Armenia","Lithuania","Amended by MLI","2017","2024","In Force","0.28","0.38","0.19","0.29","0.19","12","NO","NO","YES","YES","NO","NO","YES","NO","NO","","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Armenia","Luxembourg","Amended by MLI","2017","2024","In Force","0.27","0.25","0.31","0.25","0.24","12","YES","3","YES","YES","NO","NO","NO","NO","YES","NO","5","10","15","10","0","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Armenia","Netherlands","Amended by MLI","2017","2024","In Force","0.22","0.22","0.19","0.25","0.18","12","YES","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","10","15","5","0","5","5","5","0","NO","NO","YES","NO","NO","NO","YES","PPT"
"Armenia","Poland","Amended by MLI","2017","2024","In Force","0.63","0.31","0.81","0.75","0.71","12","YES","6","YES","NO","YES","YES","YES","YES","YES","NO","10","","10","5","5","10","10","10","0","YES","NO","YES","YES","YES","NO","YES","PPT"
"Armenia","Qatar","Amended by MLI","2018","2024","In Force","0.35","0.22","0.58","0.25","0.38","9","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","5","","10","5","5","5","5","5","0","NO","NO","NO","YES","YES","NO","NO","PPT"
"Armenia","Serbia","Amended by MLI","2017","2024","In Force","0.45","0.3","0.56","0.5","0.47","12","NO","NO","NO","NO","YES","NO","YES","NO","YES","NO","8","","8","8","8","8","8","8","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Armenia","Slovenia","Amended by MLI","2017","2024","In Force","0.25","0.28","0.34","0.13","0.24","6","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","25","10","10","10","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Armenia","United Kingdom","Amended by MLI","2017","2024","In Force","0.14","0.22","0.08","0.13","0.09","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","5","5","5","5","5","0","YES","NO","NO","NO","NO","YES","NO","PPT"
"Armenia","Ukraine","Amended by MLI","2018","2024","In Force","","","1","1","1","","","","","","","","YES","","","","","","","","","","","","","YES","","","","","","","PPT"
"Armenia","Thailand","Amended by MLI","2022","2024","In Force","0.61","0.5","0.97","0.38","0.65","6","YES","6","NO","NO","YES","YES","YES","NO","NO","YES","10","","10","NO LIMIT","10","15","15","15","0","NO","NO","YES","NO","YES","NO","NO","PPT"
"Australia","Kiribati","Original","1991","1991","In Force","0.56","0.56","0.48","0.63","0.53","3","YES","3","YES","YES","YES","NO","NO","YES","NO","YES","20","","20","10","10","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Australia","Philippines","Original","1979","1980","In Force","0.51","0.66","0.59","0.29","0.44","6","YES","6","YES","YES","YES","NO","YES","YES","NO","NO","15","","25","15","15","25","25","25","0","NO","NO","YES","NO","","NO","NO","NA"
"Australia","Sri Lanka","Original","1989","1992","In Force","0.68","0.44","0.72","0.88","0.76","6","YES","6","NO","NO","YES","NO","NO","YES","YES","YES","15","","15","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Australia","Samoa","Original","2009","2013","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Australia","Marshall Islands","Original","2010","2012","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Australia","Mauritius","Original","2010","2014","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Australia","Indonesia","Amended by protocol","2020","2020","In Force","0.65","0.48","0.85","0.63","0.71","4","YES","4","NO","NO","YES","NO","YES","YES","YES","NO","15","","15","10","10","15","15","10","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Australia","China","Amended by MLI","2017","2023","In Force","0.51","0.44","0.47","0.63","0.53","6","YES","6","YES","YES","NO","NO","YES","NO","YES","NO","15","","15","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","PPT"
"Australia","India","Amended by MLI","2017","2020","In Force","0.73","0.73","0.84","0.63","0.76","6","YES","6","NO","NO","YES","NO","YES","NO","NO","YES","15","","15","15","15","15","15","10","15","YES","YES","YES","NO","YES","NO","YES","PPT"
"Australia","Mexico","Amended by MLI","2017","2024","In Force","0.36","0.38","0.22","0.5","0.35","6","YES","NO","YES","YES","NO","NO","NO","NO","YES","NO","0","10","15","15","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Australia","South Africa","Amended by MLI","2017","2023","In Force","0.36","0.25","0.47","0.38","0.41","6","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","5","10","15","10","0","5","5","5","0","YES","NO","YES","NO","YES","NO","YES","PPT"
"Australia","Papua New Guinea","Amended by MLI","2019","2024","In Force","0.49","0.5","0.48","0.5","0.47","3","YES","3","YES","YES","YES","NO","NO","YES","NO","NO","20","","20","10","10","10","10","10","0","YES","NO","YES","NO","YES","YES","NO","PPT"
"Australia","Vietnam","Amended by MLI","2022","2024","In Force","0.32","0.38","0.22","0.38","0.29","6","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Australia","Thailand","Amended by MLI","2022","2023","In Force","0.65","0.59","0.59","0.75","0.65","6","YES","6","YES","YES","YES","NO","YES","YES","NO","YES","15","25","NO LIMIT","25","10","15","15","15","0","YES","YES","YES","NO","YES","NO","NO","PPT"
"Austria","Mongolia","Original","2003","2005","In Force","0.16","0.28","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","10","10","5","10","0","0","NO","NO","YES","NO","NO","YES","NO","NA"
"Austria","Nepal","Original","2000","2002","In Force","0.5","0.41","0.72","0.38","0.53","6","YES","6","YES","YES","YES","YES","YES","NO","YES","NO","5","25","15","15","10","15","15","0","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Austria","Philippines","Original","1981","1983","In Force","0.59","0.56","0.59","0.63","0.59","6","YES","NO","YES","YES","YES","YES","YES","YES","YES","YES","10","10","25","15","15","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Austria","Brazil","Original","1975","1977","In Force","0.38","0.54","0.22","0.38","0.29","6","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","15","","15","15","15","15","10","15","0","YES","YES","YES","NO","NO","NO","NO","NA"
"Austria","Indonesia","Original","1986","1989","In Force","0.67","0.41","0.97","0.63","0.76","6","YES","3","NO","NO","YES","YES","YES","YES","YES","YES","10","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Austria","Uzbekistan","Original","2000","2002","In Force","0.21","0.31","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","10","15","10","10","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Austria","Azerbaijan","Original","2000","2002","In Force","0.35","0.38","0.31","0.38","0.29","12","NO","6","YES","YES","NO","NO","YES","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Austria","Kyrgyzstan","Original","2001","2004","In Force","0.35","0.38","0.31","0.38","0.29","12","YES","12","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Austria","Morocco","Original","2002","2007","In Force","0.31","0.34","0.34","0.25","0.29","6","NO","NO","YES","YES","NO","YES","YES","NO","NO","NO","5","25","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Austria","Iran","Original","2002","2005","In Force","0.29","0.19","0.56","0.13","0.29","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","5","25","10","5","0","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Austria","Moldova","Original","2004","2006","In Force","0.19","0.25","0.19","0.13","0.12","12","NO","NO","YES","YES","NO","YES","NO","NO","YES","NO","5","25","15","5","5","5","5","5","0","NO","NO","NO","NO","NO","NO","NO","NA"
"Austria","Venezuela","Original","2006","2008","In Force","0.45","0.28","0.45","0.63","0.5","9","NO","NO","YES","YES","YES","YES","YES","NO","YES","NO","5","15","15","10","4.95","5","5","5","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Austria","North Macedonia","Original","2007","2008","In Force","0.06","0.13","0.06","0","0","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","10","15","0","0","","","","0","NO","NO","NO","NO","NO","YES","NO","NA"
"Austria","Turkmenistan","Original","2015","2017","In Force","0.18","0.34","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","25","15","10","10","10","10","10","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Austria","Kosovo","Original","2018","2019","In Force","0.22","0.22","0.31","0.13","0.18","12","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","0","25","15","10","10","0","0","0","0","YES","NO","NO","NO","NO","YES","NO","PPT"
"Austria","Ukraine","Amended by protocol","2020","2022","In Force","0.23","0.25","0.19","0.25","0.18","12","NO","NO","YES","YES","YES","NO","NO","NO","NO","NO","5","10","15","5","5","5","10","0","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Austria","Georgia","Amended by protocol","2012","2014","In Force","0.05","0.06","0.09","0","0.06","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","10","10","0","0","0","0","0","0","NO","NO","NO","NO","NO","NO","NO","NA"
"Austria","Tajikistan","Amended by protocol","2013","2021","In Force","0.1","0.24","0.06","0","0","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","15","10","8","0","8","8","8","0","NO","NO","NO","NO","NO","NO","NO","NA"
"Austria","India","Amended by protocol","2017","2021","In Force","0.57","0.5","0.59","0.63","0.65","6","YES","NO","YES","YES","YES","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","NA"
"Austria","Egypt","Amended by MLI","2017","2021","In Force","0.16","0.38","0.09","0","0.06","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","15","0","0","0","0","NO","NO","NO","","NO","NO","NO","PPT"
"Austria","Tunisia","Amended by MLI","2018","2024","In Force","0.36","0.48","0.34","0.25","0.29","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","10","25","20","10","10","15","10","15","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Austria","China","Amended by MLI","2017","2023","In Force","0.47","0.32","0.47","0.63","0.53","6","YES","6","YES","YES","NO","NO","YES","NO","YES","NO","7","25","10","10","7","10","10","6","0","YES","YES","YES","NO","YES","NO","NO","PPT"
